frame_id,runtime_variant,point_count,predicted_box_count,core_latency_ms,online_total_ms,preprocess_ms,vfe_ms,scatter_ms,backbone_head_ms,postprocess_ms,tracking_ms,latency_spike
000042,openpcdet_pytorch,122897,25,11.56354500562884,,,,,11.56354500562884,,,0
000047,openpcdet_pytorch,121097,20,11.728501005563885,,,,,11.728501005563885,,,0
000048,openpcdet_pytorch,122675,78,13.272031006636098,,,,,13.272031006636098,,,0
000050,openpcdet_pytorch,108348,26,18.41849800257478,,,,,18.41849800257478,,,0
000052,openpcdet_pytorch,118649,56,14.689592004287988,,,,,14.689592004287988,,,0
000053,openpcdet_pytorch,123279,19,10.028307005995885,,,,,10.028307005995885,,,0
000058,openpcdet_pytorch,115052,27,10.045450006145984,,,,,10.045450006145984,,,0
000059,openpcdet_pytorch,120590,30,13.756593994912691,,,,,13.756593994912691,,,0
000061,openpcdet_pytorch,125247,22,12.85672299854923,,,,,12.85672299854923,,,0
000062,openpcdet_pytorch,121294,27,12.862789997598156,,,,,12.862789997598156,,,0
000063,openpcdet_pytorch,119796,22,12.576907000038773,,,,,12.576907000038773,,,0
000065,openpcdet_pytorch,123141,24,11.168836994329467,,,,,11.168836994329467,,,0
000066,openpcdet_pytorch,119643,25,14.15576200815849,,,,,14.15576200815849,,,0
000076,openpcdet_pytorch,114380,44,9.937499999068677,,,,,9.937499999068677,,,0
000077,openpcdet_pytorch,119545,24,10.411511990241706,,,,,10.411511990241706,,,0
000078,openpcdet_pytorch,118194,25,16.872163992957212,,,,,16.872163992957212,,,0
000081,openpcdet_pytorch,119980,17,12.14224100112915,,,,,12.14224100112915,,,0
000089,openpcdet_pytorch,123986,33,10.743127000750974,,,,,10.743127000750974,,,0
000090,openpcdet_pytorch,125168,47,12.36136800434906,,,,,12.36136800434906,,,0
000093,openpcdet_pytorch,116915,32,17.66523100377526,,,,,17.66523100377526,,,0
000094,openpcdet_pytorch,126676,10,8.044889007578604,,,,,8.044889007578604,,,0
000098,openpcdet_pytorch,117962,22,11.872093004058115,,,,,11.872093004058115,,,0
000102,openpcdet_pytorch,126177,45,9.34728400898166,,,,,9.34728400898166,,,0
000104,openpcdet_pytorch,121994,16,13.231837001512758,,,,,13.231837001512758,,,0
000106,openpcdet_pytorch,119514,53,10.225345002254471,,,,,10.225345002254471,,,0
000107,openpcdet_pytorch,103344,24,10.968835995299742,,,,,10.968835995299742,,,0
000108,openpcdet_pytorch,105640,14,11.309765002806671,,,,,11.309765002806671,,,0
000116,openpcdet_pytorch,110550,26,10.481602002982982,,,,,10.481602002982982,,,0
000117,openpcdet_pytorch,115662,58,12.835686997277662,,,,,12.835686997277662,,,0
000118,openpcdet_pytorch,122121,29,17.9767619993072,,,,,17.9767619993072,,,0
000122,openpcdet_pytorch,111216,20,11.557685997104272,,,,,11.557685997104272,,,0
000124,openpcdet_pytorch,124656,39,11.206707000383176,,,,,11.206707000383176,,,0
000126,openpcdet_pytorch,126497,22,11.5713359991787,,,,,11.5713359991787,,,0
000128,openpcdet_pytorch,108800,25,11.949681997066364,,,,,11.949681997066364,,,0
000132,openpcdet_pytorch,121878,12,12.904344010166824,,,,,12.904344010166824,,,0
000134,openpcdet_pytorch,122637,64,17.740983006660827,,,,,17.740983006660827,,,0
000135,openpcdet_pytorch,119800,46,11.133354011690244,,,,,11.133354011690244,,,0
000137,openpcdet_pytorch,121102,25,12.193404996651225,,,,,12.193404996651225,,,0
000139,openpcdet_pytorch,121716,8,16.518075004569255,,,,,16.518075004569255,,,0
000140,openpcdet_pytorch,115810,22,10.387469999841414,,,,,10.387469999841414,,,0
000143,openpcdet_pytorch,120972,28,11.751515994546935,,,,,11.751515994546935,,,0
000147,openpcdet_pytorch,124936,32,11.061391996918246,,,,,11.061391996918246,,,0
000151,openpcdet_pytorch,115174,59,16.28148199233692,,,,,16.28148199233692,,,0
000152,openpcdet_pytorch,122560,27,10.971071998937987,,,,,10.971071998937987,,,0
000153,openpcdet_pytorch,124343,28,17.9070369922556,,,,,17.9070369922556,,,0
000156,openpcdet_pytorch,125504,27,9.725002993945964,,,,,9.725002993945964,,,0
000159,openpcdet_pytorch,116755,28,11.391981999622658,,,,,11.391981999622658,,,0
000161,openpcdet_pytorch,114671,69,11.692824002238922,,,,,11.692824002238922,,,0
000167,openpcdet_pytorch,117744,21,11.30133900733199,,,,,11.30133900733199,,,0
000168,openpcdet_pytorch,121701,35,19.22485999239143,,,,,19.22485999239143,,,0
000169,openpcdet_pytorch,114972,47,12.510911008575931,,,,,12.510911008575931,,,0
000170,openpcdet_pytorch,120599,18,11.52568899851758,,,,,11.52568899851758,,,0
000173,openpcdet_pytorch,121596,34,10.44751500012353,,,,,10.44751500012353,,,0
000174,openpcdet_pytorch,126405,37,12.276377994567156,,,,,12.276377994567156,,,0
000175,openpcdet_pytorch,123575,29,11.540869003511034,,,,,11.540869003511034,,,0
000181,openpcdet_pytorch,119103,46,11.203475994989276,,,,,11.203475994989276,,,0
000182,openpcdet_pytorch,123969,26,11.330716995871626,,,,,11.330716995871626,,,0
000183,openpcdet_pytorch,116877,20,10.757706011645496,,,,,10.757706011645496,,,0
000186,openpcdet_pytorch,111876,29,13.900078993174247,,,,,13.900078993174247,,,0
000187,openpcdet_pytorch,125038,15,14.274622008088045,,,,,14.274622008088045,,,0
000188,openpcdet_pytorch,124935,18,11.918093005078845,,,,,11.918093005078845,,,0
000190,openpcdet_pytorch,121083,42,9.443157003261149,,,,,9.443157003261149,,,0
000191,openpcdet_pytorch,118567,22,14.253467001253739,,,,,14.253467001253739,,,0
000192,openpcdet_pytorch,121728,21,11.64819199766498,,,,,11.64819199766498,,,0
000194,openpcdet_pytorch,125073,19,12.172875009127893,,,,,12.172875009127893,,,0
000195,openpcdet_pytorch,118242,22,12.691941999946721,,,,,12.691941999946721,,,0
000196,openpcdet_pytorch,125815,36,11.29057799698785,,,,,11.29057799698785,,,0
000197,openpcdet_pytorch,120745,38,11.703118987497874,,,,,11.703118987497874,,,0
000199,openpcdet_pytorch,115079,25,12.030344994855113,,,,,12.030344994855113,,,0
000201,openpcdet_pytorch,106919,28,9.797940991120413,,,,,9.797940991120413,,,0
000203,openpcdet_pytorch,104189,13,10.342946989112534,,,,,10.342946989112534,,,0
000204,openpcdet_pytorch,122069,14,17.604943001060747,,,,,17.604943001060747,,,0
000207,openpcdet_pytorch,116173,49,14.590149003197439,,,,,14.590149003197439,,,0
000211,openpcdet_pytorch,118847,22,10.668722999980673,,,,,10.668722999980673,,,0
000212,openpcdet_pytorch,121947,29,13.623568011098541,,,,,13.623568011098541,,,0
000213,openpcdet_pytorch,119931,57,11.582688995986246,,,,,11.582688995986246,,,0
000216,openpcdet_pytorch,122676,27,13.184221999836154,,,,,13.184221999836154,,,0
000218,openpcdet_pytorch,112537,24,10.755480994703248,,,,,10.755480994703248,,,0
000223,openpcdet_pytorch,110030,10,10.795401991344988,,,,,10.795401991344988,,,0
000224,openpcdet_pytorch,122417,22,10.932897988823242,,,,,10.932897988823242,,,0
000226,openpcdet_pytorch,120232,70,12.296012995648198,,,,,12.296012995648198,,,0
000229,openpcdet_pytorch,123640,20,14.255201007472351,,,,,14.255201007472351,,,0
000230,openpcdet_pytorch,114321,25,16.69446800951846,,,,,16.69446800951846,,,0
000231,openpcdet_pytorch,122218,22,10.825006000231951,,,,,10.825006000231951,,,0
000234,openpcdet_pytorch,114627,38,10.935149999568239,,,,,10.935149999568239,,,0
000235,openpcdet_pytorch,121847,24,13.770204997854307,,,,,13.770204997854307,,,0
000236,openpcdet_pytorch,108204,24,11.56526200065855,,,,,11.56526200065855,,,0
000237,openpcdet_pytorch,119003,24,12.373064004350454,,,,,12.373064004350454,,,0
000239,openpcdet_pytorch,125045,26,13.279437000164762,,,,,13.279437000164762,,,0
000242,openpcdet_pytorch,123785,39,10.124836990144104,,,,,10.124836990144104,,,0
000246,openpcdet_pytorch,117950,20,10.379318991908804,,,,,10.379318991908804,,,0
000247,openpcdet_pytorch,124192,32,13.097333998302929,,,,,13.097333998302929,,,0
000248,openpcdet_pytorch,121189,31,11.339527001837268,,,,,11.339527001837268,,,0
000249,openpcdet_pytorch,119985,19,11.797030005254783,,,,,11.797030005254783,,,0
000250,openpcdet_pytorch,125755,22,11.922115998459049,,,,,11.922115998459049,,,0
000251,openpcdet_pytorch,124273,46,12.511606008047238,,,,,12.511606008047238,,,0
000252,openpcdet_pytorch,125538,18,13.017799996305257,,,,,13.017799996305257,,,0
000260,openpcdet_pytorch,112742,18,13.57750799797941,,,,,13.57750799797941,,,0
000262,openpcdet_pytorch,105709,32,10.307633012416773,,,,,10.307633012416773,,,0
000263,openpcdet_pytorch,114977,30,12.168800007202663,,,,,12.168800007202663,,,0
000265,openpcdet_pytorch,115478,26,11.993473002803512,,,,,11.993473002803512,,,0
000266,openpcdet_pytorch,116908,26,10.846347999176942,,,,,10.846347999176942,,,0
000268,openpcdet_pytorch,108223,16,11.363818004610948,,,,,11.363818004610948,,,0
000269,openpcdet_pytorch,125243,43,10.700770988478325,,,,,10.700770988478325,,,0
000270,openpcdet_pytorch,122550,23,11.775449995184317,,,,,11.775449995184317,,,0
000272,openpcdet_pytorch,114463,19,10.086976006277837,,,,,10.086976006277837,,,0
000273,openpcdet_pytorch,109641,45,11.009858004399575,,,,,11.009858004399575,,,0
000278,openpcdet_pytorch,126588,27,11.904211001819931,,,,,11.904211001819931,,,0
000279,openpcdet_pytorch,123428,24,10.881841997615993,,,,,10.881841997615993,,,0
000281,openpcdet_pytorch,120550,17,12.18299800530076,,,,,12.18299800530076,,,0
000283,openpcdet_pytorch,124828,26,12.764546991093084,,,,,12.764546991093084,,,0
000284,openpcdet_pytorch,120418,45,8.998839010018855,,,,,8.998839010018855,,,0
000289,openpcdet_pytorch,126780,13,11.095060996012762,,,,,11.095060996012762,,,0
000290,openpcdet_pytorch,114984,27,13.281684994581155,,,,,13.281684994581155,,,0
000291,openpcdet_pytorch,125860,43,13.259036000818014,,,,,13.259036000818014,,,0
000293,openpcdet_pytorch,126025,22,10.56175799749326,,,,,10.56175799749326,,,0
000297,openpcdet_pytorch,123563,27,12.178571007098071,,,,,12.178571007098071,,,0
000301,openpcdet_pytorch,112862,17,9.831199000473134,,,,,9.831199000473134,,,0
000302,openpcdet_pytorch,112181,47,11.852376002934761,,,,,11.852376002934761,,,0
000305,openpcdet_pytorch,110085,42,13.113875000271946,,,,,13.113875000271946,,,0
000307,openpcdet_pytorch,120407,24,14.217161005944945,,,,,14.217161005944945,,,0
000308,openpcdet_pytorch,123961,48,18.635376007296145,,,,,18.635376007296145,,,0
000309,openpcdet_pytorch,120610,11,11.360406002495438,,,,,11.360406002495438,,,0
000311,openpcdet_pytorch,122067,19,14.787314008572139,,,,,14.787314008572139,,,0
000312,openpcdet_pytorch,120560,22,27.84778398927301,,,,,27.84778398927301,,,0
000314,openpcdet_pytorch,125338,24,14.52287400024943,,,,,14.52287400024943,,,0
000315,openpcdet_pytorch,121445,31,11.939172007259913,,,,,11.939172007259913,,,0
000319,openpcdet_pytorch,119813,32,11.670482010231353,,,,,11.670482010231353,,,0
000320,openpcdet_pytorch,124941,22,13.972619999549352,,,,,13.972619999549352,,,0
000321,openpcdet_pytorch,124269,22,11.501789005706087,,,,,11.501789005706087,,,0
000323,openpcdet_pytorch,118837,36,13.24132300214842,,,,,13.24132300214842,,,0
000324,openpcdet_pytorch,123436,26,12.873194995336235,,,,,12.873194995336235,,,0
000327,openpcdet_pytorch,125770,28,12.85102499241475,,,,,12.85102499241475,,,0
000328,openpcdet_pytorch,112873,31,11.160103997099213,,,,,11.160103997099213,,,0
000329,openpcdet_pytorch,120095,52,11.018992998288013,,,,,11.018992998288013,,,0
000332,openpcdet_pytorch,122542,56,8.452552996459417,,,,,8.452552996459417,,,0
000333,openpcdet_pytorch,114917,51,12.746284002787434,,,,,12.746284002787434,,,0
000335,openpcdet_pytorch,120774,29,14.568819009582512,,,,,14.568819009582512,,,0
000336,openpcdet_pytorch,123282,81,11.844530003145337,,,,,11.844530003145337,,,0
000340,openpcdet_pytorch,125406,29,11.666452992358245,,,,,11.666452992358245,,,0
000341,openpcdet_pytorch,124062,37,10.002896000514738,,,,,10.002896000514738,,,0
000343,openpcdet_pytorch,124629,15,10.276035012793727,,,,,10.276035012793727,,,0
000345,openpcdet_pytorch,121622,23,10.972457006573677,,,,,10.972457006573677,,,0
000346,openpcdet_pytorch,120222,31,12.379402003716677,,,,,12.379402003716677,,,0
000347,openpcdet_pytorch,112701,15,22.21238799393177,,,,,22.21238799393177,,,0
000350,openpcdet_pytorch,116999,35,13.174797990359366,,,,,13.174797990359366,,,0
000351,openpcdet_pytorch,121344,20,9.92280499485787,,,,,9.92280499485787,,,0
000352,openpcdet_pytorch,118421,21,9.176909006782807,,,,,9.176909006782807,,,0
000354,openpcdet_pytorch,117883,37,9.209041003487073,,,,,9.209041003487073,,,0
000355,openpcdet_pytorch,121311,27,12.070688011590391,,,,,12.070688011590391,,,0
000356,openpcdet_pytorch,125688,30,13.287322988617234,,,,,13.287322988617234,,,0
000357,openpcdet_pytorch,116680,22,17.535745006171055,,,,,17.535745006171055,,,0
000359,openpcdet_pytorch,122410,7,13.42293800553307,,,,,13.42293800553307,,,0
000360,openpcdet_pytorch,117496,20,12.6931160048116,,,,,12.6931160048116,,,0
000361,openpcdet_pytorch,115027,46,10.666767993825488,,,,,10.666767993825488,,,0
000362,openpcdet_pytorch,117543,20,9.429942001588643,,,,,9.429942001588643,,,0
000365,openpcdet_pytorch,115147,27,10.059981999802403,,,,,10.059981999802403,,,0
000366,openpcdet_pytorch,123925,55,10.535944005823694,,,,,10.535944005823694,,,0
000369,openpcdet_pytorch,118461,23,9.105288991122507,,,,,9.105288991122507,,,0
000370,openpcdet_pytorch,122361,57,10.848124002222903,,,,,10.848124002222903,,,0
000372,openpcdet_pytorch,121312,21,11.693936001393013,,,,,11.693936001393013,,,0
000373,openpcdet_pytorch,115709,41,10.701078004785813,,,,,10.701078004785813,,,0
000376,openpcdet_pytorch,121842,43,13.403210003161803,,,,,13.403210003161803,,,0
000377,openpcdet_pytorch,120010,24,12.654634003411047,,,,,12.654634003411047,,,0
000378,openpcdet_pytorch,123060,22,11.620328994467854,,,,,11.620328994467854,,,0
000379,openpcdet_pytorch,118718,22,13.446483993902802,,,,,13.446483993902802,,,0
000381,openpcdet_pytorch,112899,26,11.547770991455764,,,,,11.547770991455764,,,0
000382,openpcdet_pytorch,115441,45,13.266718000522815,,,,,13.266718000522815,,,0
000383,openpcdet_pytorch,121647,58,11.696845991536975,,,,,11.696845991536975,,,0
000385,openpcdet_pytorch,117458,15,10.35657900501974,,,,,10.35657900501974,,,0
000386,openpcdet_pytorch,117922,21,10.120544000528753,,,,,10.120544000528753,,,0
000388,openpcdet_pytorch,117697,25,11.238259001402184,,,,,11.238259001402184,,,0
000391,openpcdet_pytorch,119460,16,10.284128002240323,,,,,10.284128002240323,,,0
000392,openpcdet_pytorch,119323,47,11.639043004834093,,,,,11.639043004834093,,,0
000393,openpcdet_pytorch,115539,39,11.672912994981743,,,,,11.672912994981743,,,0
000394,openpcdet_pytorch,119643,22,11.996176006505266,,,,,11.996176006505266,,,0
000395,openpcdet_pytorch,115365,39,11.20914300554432,,,,,11.20914300554432,,,0
000396,openpcdet_pytorch,126229,32,11.371063010301441,,,,,11.371063010301441,,,0
000397,openpcdet_pytorch,117837,53,11.545265006134287,,,,,11.545265006134287,,,0
000001,openpcdet_pytorch,120268,27,943.8902200054144,,,,,943.8902200054144,,,0
000002,openpcdet_pytorch,126891,17,19.328173002577387,,,,,19.328173002577387,,,0
000004,openpcdet_pytorch,115976,28,10.183143996982835,,,,,10.183143996982835,,,0
000005,openpcdet_pytorch,125086,17,15.552087003015913,,,,,15.552087003015913,,,0
000006,openpcdet_pytorch,110089,43,9.815249999519438,,,,,9.815249999519438,,,0
000008,openpcdet_pytorch,122555,32,9.478143008891493,,,,,9.478143008891493,,,0
000015,openpcdet_pytorch,122583,64,9.75828300579451,,,,,9.75828300579451,,,0
000019,openpcdet_pytorch,115697,37,9.974808010156266,,,,,9.974808010156266,,,0
000020,openpcdet_pytorch,126456,37,10.702454994316213,,,,,10.702454994316213,,,0
000021,openpcdet_pytorch,125260,28,10.055496008135378,,,,,10.055496008135378,,,0
000023,openpcdet_pytorch,120412,27,10.756545001640916,,,,,10.756545001640916,,,0
000024,openpcdet_pytorch,126730,19,10.130740993190557,,,,,10.130740993190557,,,0
000025,openpcdet_pytorch,115780,41,9.067289007361978,,,,,9.067289007361978,,,0
000027,openpcdet_pytorch,120641,19,11.59224400180392,,,,,11.59224400180392,,,0
000028,openpcdet_pytorch,115042,31,11.370177991921082,,,,,11.370177991921082,,,0
000031,openpcdet_pytorch,121291,21,9.531043993774801,,,,,9.531043993774801,,,0
000033,openpcdet_pytorch,109347,14,10.219650008366443,,,,,10.219650008366443,,,0
000035,openpcdet_pytorch,121784,43,9.43921999714803,,,,,9.43921999714803,,,0
000037,openpcdet_pytorch,113159,13,10.814053996000439,,,,,10.814053996000439,,,0
000039,openpcdet_pytorch,111670,13,9.640700998716056,,,,,9.640700998716056,,,0
000040,openpcdet_pytorch,124439,36,10.876475993427448,,,,,10.876475993427448,,,0
000042,openpcdet_pytorch,122897,25,10.839056005352177,,,,,10.839056005352177,,,0
000047,openpcdet_pytorch,121097,20,10.549061000347137,,,,,10.549061000347137,,,0
000048,openpcdet_pytorch,122675,78,10.510499007068574,,,,,10.510499007068574,,,0
000050,openpcdet_pytorch,108348,26,11.160050999023952,,,,,11.160050999023952,,,0
000052,openpcdet_pytorch,118649,56,12.852853004005738,,,,,12.852853004005738,,,0
000053,openpcdet_pytorch,123279,19,10.742983999080025,,,,,10.742983999080025,,,0
000058,openpcdet_pytorch,115052,27,9.267440007533878,,,,,9.267440007533878,,,0
000059,openpcdet_pytorch,120590,30,11.97298799525015,,,,,11.97298799525015,,,0
000061,openpcdet_pytorch,125247,22,13.36831100343261,,,,,13.36831100343261,,,0
000062,openpcdet_pytorch,121294,27,11.58426099573262,,,,,11.58426099573262,,,0
000063,openpcdet_pytorch,119796,22,8.512949993018992,,,,,8.512949993018992,,,0
000065,openpcdet_pytorch,123141,24,9.561755010508932,,,,,9.561755010508932,,,0
000066,openpcdet_pytorch,119643,25,13.439546994050033,,,,,13.439546994050033,,,0
000076,openpcdet_pytorch,114380,44,8.7260299915215,,,,,8.7260299915215,,,0
000077,openpcdet_pytorch,119545,24,9.133323997957632,,,,,9.133323997957632,,,0
000078,openpcdet_pytorch,118194,25,8.920174004742876,,,,,8.920174004742876,,,0
000081,openpcdet_pytorch,119980,17,18.782447994453833,,,,,18.782447994453833,,,0
000089,openpcdet_pytorch,123986,33,12.650349992327392,,,,,12.650349992327392,,,0
000090,openpcdet_pytorch,125168,47,11.41784799983725,,,,,11.41784799983725,,,0
000093,openpcdet_pytorch,116915,32,10.22938100504689,,,,,10.22938100504689,,,0
000094,openpcdet_pytorch,126676,10,10.098976999870501,,,,,10.098976999870501,,,0
000098,openpcdet_pytorch,117962,22,9.663995006121695,,,,,9.663995006121695,,,0
000102,openpcdet_pytorch,126177,45,9.841374994721264,,,,,9.841374994721264,,,0
000104,openpcdet_pytorch,121994,16,10.82764400052838,,,,,10.82764400052838,,,0
000106,openpcdet_pytorch,119514,53,11.619558004895225,,,,,11.619558004895225,,,0
000107,openpcdet_pytorch,103344,24,8.733919996302575,,,,,8.733919996302575,,,0
000108,openpcdet_pytorch,105640,14,10.014446001150645,,,,,10.014446001150645,,,0
000116,openpcdet_pytorch,110550,26,10.689154005376622,,,,,10.689154005376622,,,0
000117,openpcdet_pytorch,115662,58,10.641852000844665,,,,,10.641852000844665,,,0
000118,openpcdet_pytorch,122121,29,9.618254989618436,,,,,9.618254989618436,,,0
000122,openpcdet_pytorch,111216,20,9.851893002633005,,,,,9.851893002633005,,,0
000124,openpcdet_pytorch,124656,39,10.199120995821431,,,,,10.199120995821431,,,0
000126,openpcdet_pytorch,126497,22,10.074448000523262,,,,,10.074448000523262,,,0
000128,openpcdet_pytorch,108800,25,12.721324994345196,,,,,12.721324994345196,,,0
000132,openpcdet_pytorch,121878,12,10.490162996575236,,,,,10.490162996575236,,,0
000134,openpcdet_pytorch,122637,64,11.162439986946993,,,,,11.162439986946993,,,0
000135,openpcdet_pytorch,119800,46,11.637200994300656,,,,,11.637200994300656,,,0
000137,openpcdet_pytorch,121102,25,11.529014998814091,,,,,11.529014998814091,,,0
000139,openpcdet_pytorch,121716,8,15.195642001344822,,,,,15.195642001344822,,,0
000140,openpcdet_pytorch,115810,22,9.57293999090325,,,,,9.57293999090325,,,0
000143,openpcdet_pytorch,120972,28,14.188793007633649,,,,,14.188793007633649,,,0
000147,openpcdet_pytorch,124936,32,9.527732996502891,,,,,9.527732996502891,,,0
000151,openpcdet_pytorch,115174,59,10.053591991891153,,,,,10.053591991891153,,,0
000152,openpcdet_pytorch,122560,27,10.253166998154484,,,,,10.253166998154484,,,0
000153,openpcdet_pytorch,124343,28,9.673752007074654,,,,,9.673752007074654,,,0
000156,openpcdet_pytorch,125504,27,10.103131993673742,,,,,10.103131993673742,,,0
000159,openpcdet_pytorch,116755,28,12.54475800669752,,,,,12.54475800669752,,,0
000161,openpcdet_pytorch,114671,69,11.790981006924994,,,,,11.790981006924994,,,0
000167,openpcdet_pytorch,117744,21,10.976313991704956,,,,,10.976313991704956,,,0
000168,openpcdet_pytorch,121701,35,10.594024002784863,,,,,10.594024002784863,,,0
000169,openpcdet_pytorch,114972,47,14.932167003280483,,,,,14.932167003280483,,,0
000170,openpcdet_pytorch,120599,18,10.005887001170777,,,,,10.005887001170777,,,0
000173,openpcdet_pytorch,121596,34,9.426054006326012,,,,,9.426054006326012,,,0
000174,openpcdet_pytorch,126405,37,10.614743994665332,,,,,10.614743994665332,,,0
000175,openpcdet_pytorch,123575,29,9.30750100815203,,,,,9.30750100815203,,,0
000181,openpcdet_pytorch,119103,46,11.389926003175788,,,,,11.389926003175788,,,0
000182,openpcdet_pytorch,123969,26,10.28873999894131,,,,,10.28873999894131,,,0
000183,openpcdet_pytorch,116877,20,9.071210995898582,,,,,9.071210995898582,,,0
000186,openpcdet_pytorch,111876,29,9.721149996039458,,,,,9.721149996039458,,,0
000187,openpcdet_pytorch,125038,15,10.996379001880996,,,,,10.996379001880996,,,0
000188,openpcdet_pytorch,124935,18,9.412818006239831,,,,,9.412818006239831,,,0
000190,openpcdet_pytorch,121083,42,12.453741001081653,,,,,12.453741001081653,,,0
000191,openpcdet_pytorch,118567,22,12.610169011168182,,,,,12.610169011168182,,,0
000192,openpcdet_pytorch,121728,21,10.002360009821132,,,,,10.002360009821132,,,0
000194,openpcdet_pytorch,125073,19,10.413795011118054,,,,,10.413795011118054,,,0
000195,openpcdet_pytorch,118242,22,11.217057006433606,,,,,11.217057006433606,,,0
000196,openpcdet_pytorch,125815,36,10.096214988152497,,,,,10.096214988152497,,,0
000197,openpcdet_pytorch,120745,38,16.60180601174943,,,,,16.60180601174943,,,0
000199,openpcdet_pytorch,115079,25,11.523641995154321,,,,,11.523641995154321,,,0
000201,openpcdet_pytorch,106919,28,11.866636996273883,,,,,11.866636996273883,,,0
000203,openpcdet_pytorch,104189,13,11.716966997482814,,,,,11.716966997482814,,,0
000204,openpcdet_pytorch,122069,14,17.161907991976477,,,,,17.161907991976477,,,0
000207,openpcdet_pytorch,116173,49,12.184293998870999,,,,,12.184293998870999,,,0
000211,openpcdet_pytorch,118847,22,11.207380011910573,,,,,11.207380011910573,,,0
000212,openpcdet_pytorch,121947,29,10.084610999911092,,,,,10.084610999911092,,,0
000213,openpcdet_pytorch,119931,57,10.634629987180233,,,,,10.634629987180233,,,0
000216,openpcdet_pytorch,122676,27,10.455305993673392,,,,,10.455305993673392,,,0
000218,openpcdet_pytorch,112537,24,9.96509900141973,,,,,9.96509900141973,,,0
000223,openpcdet_pytorch,110030,10,11.834584991447628,,,,,11.834584991447628,,,0
000224,openpcdet_pytorch,122417,22,12.01464699988719,,,,,12.01464699988719,,,0
000226,openpcdet_pytorch,120232,70,12.593474995810539,,,,,12.593474995810539,,,0
000229,openpcdet_pytorch,123640,20,11.535707002622075,,,,,11.535707002622075,,,0
000230,openpcdet_pytorch,114321,25,15.891781004029326,,,,,15.891781004029326,,,0
000231,openpcdet_pytorch,122218,22,10.936064994893968,,,,,10.936064994893968,,,0
000234,openpcdet_pytorch,114627,38,11.139447000459768,,,,,11.139447000459768,,,0
000235,openpcdet_pytorch,121847,24,11.275712997303344,,,,,11.275712997303344,,,0
000236,openpcdet_pytorch,108204,24,11.91804200061597,,,,,11.91804200061597,,,0
000237,openpcdet_pytorch,119003,24,9.774922000360675,,,,,9.774922000360675,,,0
000239,openpcdet_pytorch,125045,26,17.547274008393288,,,,,17.547274008393288,,,0
000242,openpcdet_pytorch,123785,39,12.141996994614601,,,,,12.141996994614601,,,0
000246,openpcdet_pytorch,117950,20,11.942873999942094,,,,,11.942873999942094,,,0
000247,openpcdet_pytorch,124192,32,12.895620995550416,,,,,12.895620995550416,,,0
000248,openpcdet_pytorch,121189,31,10.424872001749463,,,,,10.424872001749463,,,0
000249,openpcdet_pytorch,119985,19,9.654508001403883,,,,,9.654508001403883,,,0
000250,openpcdet_pytorch,125755,22,9.129302998189814,,,,,9.129302998189814,,,0
000251,openpcdet_pytorch,124273,46,9.059641000931151,,,,,9.059641000931151,,,0
000252,openpcdet_pytorch,125538,18,10.959423001622781,,,,,10.959423001622781,,,0
000260,openpcdet_pytorch,112742,18,11.828649003291503,,,,,11.828649003291503,,,0
000262,openpcdet_pytorch,105709,32,10.972556003252976,,,,,10.972556003252976,,,0
000263,openpcdet_pytorch,114977,30,11.161659000208601,,,,,11.161659000208601,,,0
