frame_id,pytorch_box_count,trt_box_count,empty_prediction_file,point_preprocess_ms,trt_core_ms,pytorch_core_ms,nms_postprocess_ms,trt_score_mean,pytorch_score_mean
000052,56,56,0,2.5980409991461784,5.628113009152003,5.575568997301161,1.4208509965101257,0.2786867320537567,0.2785772979259491
000053,19,19,0,2.4256359902210534,2.7862919960170984,5.336586997145787,1.3516780018107966,0.41640862822532654,0.4163663387298584
000058,27,27,0,2.1526479977183044,5.754680998506956,5.513365991646424,1.3017610035603866,0.208440363407135,0.20837688446044922
000059,30,30,0,3.843305996269919,5.827316999784671,5.264613006147556,1.790819995221682,0.2846546173095703,0.2846084237098694
000061,22,22,0,5.487021990120411,3.0657059978693724,4.985417006537318,2.177797010517679,0.2724635601043701,0.2728266417980194
000062,27,27,0,3.0165479984134436,4.72208799328655,5.538579003768973,1.8233380105812103,0.30577361583709717,0.3056556284427643
000063,22,22,0,1.882276003016159,5.844009006978013,5.524533989955671,1.442135006072931,0.2730451226234436,0.27294084429740906
000065,24,24,0,2.1550459932768717,5.189286996028386,5.497127000126056,1.595946989255026,0.1998165100812912,0.19957248866558075
000066,25,24,0,2.254859995446168,2.732988999923691,7.817035002517514,2.180630006478168,0.2467239946126938,0.24088238179683685
000076,44,44,0,1.875262998510152,3.3281770010944456,7.888460007961839,1.6775689873611555,0.3328421413898468,0.33266061544418335
000077,24,24,0,2.740238996921107,3.2186610042117536,8.53972599725239,1.3412690022960305,0.20878374576568604,0.2086792141199112
000078,25,25,0,2.0996039966121316,2.727767001488246,5.65563898999244,1.396396997733973,0.28978729248046875,0.28968626260757446
000081,17,17,0,3.127135001705028,3.958505010814406,5.665896998834796,1.7980909906327724,0.17129790782928467,0.17109264433383942
000089,33,33,0,4.291867997380905,2.73223000112921,5.536678989301436,1.3620329991681501,0.26961517333984375,0.2696456015110016
000090,47,47,0,5.709559001843445,5.562316000577994,5.132587000844069,1.6488820110680535,0.26665568351745605,0.2666088938713074
000093,32,31,0,3.472600001259707,2.738680996117182,7.256362005136907,2.1921559964539483,0.3810432255268097,0.372083842754364
000094,10,10,0,2.1692930022254586,3.148944000713527,5.510152011993341,1.0767039930215105,0.21803922951221466,0.2180328071117401
000098,22,22,0,2.1234180021565408,2.8234560013515875,5.507721012691036,3.4671940084081143,0.35351961851119995,0.3528631925582886
000102,45,45,0,4.787081008544192,2.7428110042819753,5.577892996370792,1.7655840056249872,0.21191802620887756,0.21186506748199463
000104,16,16,0,2.895793004427105,5.959999994956888,5.478172010043636,1.6732499934732914,0.3918796181678772,0.3918236494064331
000106,53,53,0,7.113447994925082,2.95388899394311,5.585793012869544,1.4887739962432534,0.23620717227458954,0.23602931201457977
000107,24,24,0,2.0886959973722696,5.516425997484475,5.684315008693375,1.5349859895650297,0.37096652388572693,0.3707704544067383
000108,14,13,0,2.304006993654184,3.3866680023493245,11.364341000444256,3.792031988268718,0.329349160194397,0.31235235929489136
000116,26,26,0,1.886465004645288,4.641203995561227,6.485723992227577,1.53994100401178,0.32395702600479126,0.32409921288490295
000117,58,58,0,3.997706007794477,5.080752991489135,5.513126001460478,1.9098340126220137,0.30830782651901245,0.3082951605319977
000118,29,29,0,2.9704619955737144,2.8780090069631115,8.052121993387118,1.6486759996041656,0.2141718715429306,0.2140890657901764
000122,20,19,0,2.703681995626539,2.8094320005038753,5.729750992031768,3.99716199899558,0.26868802309036255,0.260031521320343
000124,39,39,0,3.5807209933409467,3.2904690015129745,6.042583001544699,2.5608439900679514,0.20105455815792084,0.20076555013656616
000126,22,22,0,3.280887001892552,3.6762849922524765,7.596335999551229,3.918677000910975,0.2977529466152191,0.2976888418197632
000128,25,25,0,3.4559399937279522,3.414329999941401,5.50671799283009,1.3542119995690882,0.2190989851951599,0.21917644143104553
000132,12,12,0,3.4263609995832667,5.709909004508518,5.578878990490921,2.0852989982813597,0.22514189779758453,0.2250487208366394
000134,64,64,0,3.2448519923491403,2.7386309957364574,8.352597011253238,1.529304005089216,0.2796509265899658,0.27962058782577515
000135,46,46,0,3.480083993053995,3.167353992466815,8.156483003403991,1.6673549980623648,0.35339584946632385,0.3533321022987366
000137,25,25,0,4.971224989276379,3.2222640002146363,8.199887990485877,2.533774997573346,0.25585681200027466,0.2557033896446228
000139,8,8,0,7.6259130000835285,3.022224991582334,7.705587995587848,1.6158209909917787,0.32500752806663513,0.3248436450958252
000140,22,22,0,2.0799699996132404,3.0878599936841056,5.1870400056941435,1.7942179983947426,0.30836376547813416,0.308268666267395
000143,28,28,0,5.691255995770916,3.1232869951054454,5.3800180030521005,1.941776994499378,0.2678911089897156,0.2678980529308319
000147,32,32,0,2.3745460057398304,3.1987649999791756,5.545552994590253,2.4485439935233444,0.2884370684623718,0.2883424460887909
000151,59,59,0,3.006854996783659,3.643909003585577,5.484448993229307,1.47016100527253,0.2608095407485962,0.2608540654182434
000152,27,27,0,6.336367994663306,3.2556630030740052,5.632464002701454,3.399085995624773,0.38096389174461365,0.3809441328048706
000153,28,28,0,2.6577810058370233,2.7332160098012537,8.344319008756429,4.055047000292689,0.1877593845129013,0.18770596385002136
000156,27,27,0,2.525709001929499,3.1142560037551448,5.394540989072993,1.3721709983656183,0.21368321776390076,0.21366147696971893
000159,28,28,0,5.341395997675136,2.781047995085828,5.619315998046659,1.945950003573671,0.3807373642921448,0.3805212676525116
000161,69,69,0,4.520253001828678,5.188522001844831,5.35320900962688,2.0456509955693036,0.3221448063850403,0.3220420181751251
000167,21,21,0,3.9239239995367825,5.524929991224781,5.640759001835249,1.8594599969219416,0.2842325270175934,0.2843569219112396
000168,35,35,0,4.7350160020869225,3.243700004532002,5.172799996216781,1.9640059908851981,0.27862849831581116,0.2785603702068329
000169,47,47,0,4.5929100015200675,2.8764500020770356,5.5829619959695265,1.5129029925446957,0.3860693573951721,0.38561347126960754
000170,18,18,0,4.257387001416646,3.6624339991249144,5.755506994319148,2.0101020054426044,0.3379787802696228,0.33787935972213745
000173,34,34,0,1.989473996218294,3.6966039915569127,7.0467719924636185,1.7514299979666248,0.3443896770477295,0.34414157271385193
000174,37,37,0,2.9208549967734143,3.2374319998780265,7.846948996302672,1.7933700000867248,0.2486383318901062,0.24866488575935364
000175,29,29,0,1.9397029973333701,2.8878409939352423,5.401374000939541,1.324770986684598,0.296128511428833,0.2961152493953705
000181,46,46,0,2.626977991894819,5.72855600330513,5.1954859955003485,1.3777380081592128,0.38349494338035583,0.38332343101501465
000182,26,26,0,4.754844994749874,5.6122990063158795,7.998237997526303,1.7765249940566719,0.2587564289569855,0.2587713897228241
000183,20,20,0,2.0163320004940033,4.36770600208547,6.476980997831561,2.3544670111732557,0.37856242060661316,0.3782888948917389
000186,29,29,0,7.141886992030777,3.88210300297942,5.355668006814085,1.6179369995370507,0.40452900528907776,0.40428704023361206
000187,15,15,0,4.316063001169823,3.1534059962723404,5.1906869921367615,2.118403004715219,0.20734860002994537,0.20742195844650269
000188,18,18,0,5.742928013205528,3.6132020031800494,10.65898800152354,4.311873999540694,0.39952024817466736,0.3994431793689728
000190,42,42,0,1.8991420074598864,3.428738986258395,5.438673993921839,1.3767939963145182,0.29052063822746277,0.2905290722846985
000191,22,22,0,2.8051880071870983,5.931108011282049,5.630176005070098,1.4234230038709939,0.5630673766136169,0.562804639339447
000192,21,21,0,3.4329240006627515,2.9058479995001107,10.3736009914428,3.329476006911136,0.47791150212287903,0.4773778021335602
000194,19,19,0,2.4952329986263067,5.618572002276778,5.419976994744502,1.653580999118276,0.2487364113330841,0.24838392436504364
000195,22,22,0,3.717172992764972,3.4569760027807206,6.7585759970825166,1.8597089947434142,0.2973814606666565,0.2975057363510132
000196,36,36,0,2.43700499413535,3.184275992680341,7.525502005591989,1.832227993872948,0.21767745912075043,0.21774956583976746
000197,38,38,0,4.798076988663524,3.025393991265446,5.36563599598594,3.620397998020053,0.38201624155044556,0.38201776146888733
000199,25,26,0,4.351349009084515,2.775699002086185,5.598253992502578,1.4916730142431334,0.20859631896018982,0.2127959132194519
000201,28,28,0,2.144778991350904,4.590972006553784,6.350901006953791,1.3340410077944398,0.5348702669143677,0.5346533060073853
000203,13,13,0,5.539763995329849,2.813523999066092,7.887825006037019,3.8120139943202958,0.33832409977912903,0.3384968638420105
000204,14,14,0,7.9480260028503835,3.4485910000512376,4.943433988955803,1.8940300069516525,0.3528626561164856,0.3527624011039734
000207,49,49,0,4.08919200708624,4.1592170018702745,5.133170998306014,1.8774459895212203,0.2778873145580292,0.2779112756252289
000211,22,22,0,2.054473996395245,5.235046992311254,5.768617993453518,1.6691680066287518,0.41520488262176514,0.41495129466056824
000212,29,28,0,4.697415992268361,3.1040649919304997,5.590954999206588,2.1993309928802773,0.3242785632610321,0.31643804907798767
000213,57,59,0,2.7768059953814372,3.224380998290144,5.728414995246567,1.8850869964808226,0.3292704224586487,0.33726558089256287
000216,27,27,0,2.884010988054797,3.484048997052014,12.647380004636943,4.002394009148702,0.3547945022583008,0.35481971502304077
000218,24,24,0,2.188259008107707,2.815207000821829,8.181056007742882,1.649847996304743,0.39217984676361084,0.3919859826564789
000223,10,10,0,2.078439007163979,3.392183003597893,6.592641002498567,2.137907998985611,0.3063287138938904,0.30671456456184387
000224,22,22,0,3.230659000109881,3.3063829905586317,7.697344000916928,1.6464729997096583,0.18656882643699646,0.18638840317726135
000226,70,70,0,3.7153330049477518,3.190261995769106,5.3478089976124465,1.5563519991701469,0.2674970328807831,0.26744264364242554
000229,20,20,0,3.674937004689127,3.371548998984508,5.537763005122542,3.3863330027088523,0.2278677225112915,0.22791703045368195
000230,25,24,0,10.364735004259273,3.0059879936743528,5.620753989205696,5.447203002404422,0.18157607316970825,0.1782885491847992
000231,22,22,0,4.274209000868723,5.8169609983451664,5.874085996765643,2.835905004758388,0.3308657705783844,0.33093008399009705
000234,38,38,0,4.044604997034185,4.761682997923344,5.280021010548808,1.9287309987703338,0.3454032242298126,0.3451825976371765
000235,24,24,0,4.126936997636221,2.925691005657427,5.433793994598091,4.191368003375828,0.27420511841773987,0.27397438883781433
000236,24,24,0,2.8705619915854186,4.6372100041480735,6.424382998375222,1.6110459982883185,0.5347936749458313,0.5344078540802002
000237,24,24,0,3.390533005585894,3.186054003890604,5.427053998573683,3.7574299931293353,0.24439740180969238,0.2444559782743454
000239,26,26,0,4.30934400355909,5.263648010441102,5.6157179933506995,2.2783359891036525,0.2140042632818222,0.2140294462442398
000242,39,40,0,4.2026500013889745,3.6827930016443133,7.31400100630708,2.167421000194736,0.28475454449653625,0.2894613444805145
000246,20,20,0,2.7792899927590042,3.5409700067248195,9.58390899177175,4.200737996143289,0.4433155059814453,0.44311589002609253
000247,32,32,0,3.433548001339659,5.890335000003688,5.865647006430663,1.5424050070578232,0.20077480375766754,0.20072583854198456
000248,31,31,0,4.2861480033025146,5.449450996820815,4.936584999086335,2.3186589969554916,0.44520652294158936,0.4447757303714752
000249,19,19,0,4.996917996322736,2.913685006205924,5.745695001678541,2.243569993879646,0.43789616227149963,0.43765971064567566
000250,22,22,0,3.426601004321128,3.2503160036867484,5.408835000707768,1.5027659974293783,0.30015885829925537,0.30012941360473633
000251,46,46,0,4.87835198873654,3.9182869950309396,12.345923008979298,3.514540003379807,0.27124571800231934,0.27133408188819885
000252,18,18,0,2.6276510034222156,2.726183010963723,8.131580994813703,1.9521089998306707,0.33764582872390747,0.3375090956687927
000260,18,18,0,4.403200000524521,3.078676003497094,7.782552012940869,1.6676230006851256,0.19736118614673615,0.19750617444515228
000262,32,32,0,1.957471002242528,3.1015790009405464,8.329517004312947,1.560270000481978,0.3245100975036621,0.3243492841720581
000263,30,30,0,3.542438003933057,3.03366499429103,7.828557005268522,1.6045869997469708,0.2576321065425873,0.2575817108154297
000265,26,26,0,3.0647509993286803,3.298545998404734,7.787391994497739,1.482381994719617,0.27827203273773193,0.2783147692680359
000266,26,26,0,1.8046479963231832,3.5351350088603795,4.892028999165632,3.746782007510774,0.5425732135772705,0.5423108339309692
000268,16,16,0,3.439185005845502,3.169730000081472,5.45879099809099,1.3476839958457276,0.4377584755420685,0.43720561265945435
000269,43,42,0,5.076732006273232,3.379526999196969,4.7479969944106415,4.056033998494968,0.2629895508289337,0.2591407299041748
000270,23,23,0,3.520900005241856,2.805700001772493,5.437186002382077,2.5318159896414727,0.2952272295951843,0.2950592339038849
000272,19,19,0,4.122481986996718,3.1768070039106533,5.324695011950098,3.5433329903753474,0.23654425144195557,0.23640559613704681
000273,45,45,0,4.313072000513785,3.430313998251222,4.923423999571241,4.720237004221417,0.2813069820404053,0.28130194544792175
000278,27,27,0,3.6375050112837926,3.459890009253286,5.681876995367929,3.898607988958247,0.16837942600250244,0.1683811992406845
000279,24,24,0,4.673507995903492,3.219125996110961,7.899807009380311,1.7288109957007691,0.29906007647514343,0.29878801107406616
000281,17,17,0,3.3606530050747097,3.2251289958367124,7.65420199604705,1.6810539964353666,0.2245342880487442,0.22433359920978546
000283,26,26,0,3.042955999262631,3.23421299981419,8.215961992391385,1.8251830042572692,0.2507231533527374,0.2505941092967987
000284,45,45,0,4.0170560096157715,3.178002007189207,7.7870350069133565,1.992443998460658,0.37331271171569824,0.37315651774406433
000289,13,13,0,4.3433279934106395,2.781864008284174,8.010799996554852,1.9209799938835204,0.26830264925956726,0.26815664768218994
000290,27,27,0,2.795826003421098,3.1155429896898568,9.734574996400625,2.3938439990160987,0.2864381968975067,0.2863335907459259
000291,43,43,0,2.907911009970121,5.657422996591777,5.6390649988316,1.750650000758469,0.22806385159492493,0.22806048393249512
000293,22,22,0,2.4649059923831373,2.7486509934533387,7.725432005827315,1.5977159928297624,0.2958262264728546,0.2958044707775116
000297,27,27,0,6.674046002444811,4.598168990924023,4.863494003075175,1.798558994778432,0.24978993833065033,0.24941250681877136
000301,17,17,0,2.4573520058766007,5.464811009005643,5.173907004063949,1.890708997962065,0.38530391454696655,0.3847264051437378
000302,47,47,0,5.550816000322811,3.0954730027588084,5.375769003876485,1.325520992395468,0.2610970139503479,0.2609328627586365
000305,42,42,0,3.768892987864092,4.458736992091872,5.533935007406399,1.7531129997223616,0.26301711797714233,0.2631523013114929
000307,24,24,0,5.674590007402003,3.181159991072491,5.3832650010008365,1.4676849968964234,0.20704108476638794,0.207020103931427
000308,48,48,0,4.587412011460401,3.1740059930598363,5.298813994158991,1.9380539888516068,0.2430364340543747,0.2429179698228836
000309,11,11,0,1.74351800524164,4.680794998421334,6.413722992874682,2.6060399977723137,0.4032624065876007,0.4031732380390167
000311,19,19,0,1.6327970079146326,4.359933998784982,6.356654004775919,1.9106689869659021,0.4929126799106598,0.49255284667015076
000312,22,22,0,2.3191149957710877,3.1281380070140585,5.508529007784091,1.4410500007215887,0.3300541043281555,0.33005425333976746
000314,24,24,0,3.0939380085328594,3.1939789914758876,5.246888991678134,2.3250319936778396,0.2903538942337036,0.2905307710170746
000315,31,31,0,2.734209003392607,5.875203991308808,5.520039994735271,1.3743309973506257,0.24132896959781647,0.24131911993026733
000319,32,32,0,2.7682739892043173,5.7326480018673465,4.902415996184573,1.4638980064773932,0.31043756008148193,0.3102397918701172
000320,22,22,0,2.8586439875653014,2.7541580057004467,7.631236003362574,1.7397080082446337,0.39238956570625305,0.39218568801879883
000321,22,22,0,2.237730994238518,2.7426380111137405,8.132624992867932,1.7568460025358945,0.339455246925354,0.3393082320690155
000323,36,36,0,3.034912995644845,3.7033659900771454,5.131173995323479,3.7072630075272173,0.4111693203449249,0.4112066328525543
000324,26,26,0,4.029881005408242,3.0874889926053584,5.516545003047213,3.4641980018932372,0.21795518696308136,0.21789203584194183
000327,28,28,0,2.8632689936785027,2.756030997261405,5.3191640035947785,1.575607995619066,0.21046040952205658,0.2102666199207306
000328,31,31,0,4.203539006994106,3.3915189997060224,6.775261994334869,1.826095991418697,0.40246105194091797,0.40242281556129456
000329,52,52,0,4.321788001107052,2.8911690023960546,5.401605987572111,1.4561919961124659,0.22733157873153687,0.22729063034057617
000332,56,56,0,2.182247000746429,5.598194009508006,4.922756997984834,1.6991680022329092,0.30064159631729126,0.3005964457988739
000333,51,51,0,3.52134600689169,3.47359299485106,8.03393499518279,1.467056994442828,0.2893330752849579,0.2893289625644684
000335,29,30,0,2.230237005278468,3.4215210034744814,7.322842007852159,1.8057659908663481,0.36366134881973267,0.37272876501083374
000336,81,81,0,3.351958002895117,3.328155988128856,7.5966610020259395,1.7076129879569635,0.3081863522529602,0.30812904238700867
000340,29,28,0,3.011230000993237,3.5935949999839067,8.002383998245932,1.6081139910966158,0.2718099355697632,0.2660202980041504
000341,37,37,0,2.270455996040255,5.946352001046762,5.646877994877286,4.114960000151768,0.2463146448135376,0.24629995226860046
000343,15,15,0,3.919480004697107,3.202488995157182,5.338563991244882,1.70931700267829,0.43749675154685974,0.4374777674674988
000345,23,23,0,2.2817770077381283,3.201651998097077,5.173310011741705,1.8634769949130714,0.30731526017189026,0.30714282393455505
000346,31,31,0,4.245737989549525,2.8543249936774373,11.460166992037557,1.564026009873487,0.4044244885444641,0.4043111205101013
000347,15,15,0,2.8202640096424147,3.1725489970995113,5.438462001620792,1.2545789941214025,0.3004438281059265,0.3005557954311371
000350,35,35,0,6.589206997887231,3.1781860016053542,5.684867996023968,3.5936869971919805,0.34089601039886475,0.3408910036087036
000351,20,20,0,3.7261660036165267,3.971682002884336,8.44726400100626,3.723150002770126,0.368773490190506,0.3684459626674652
000352,21,21,0,2.5970689894165844,2.815034007653594,7.166274008341134,1.9467249949229881,0.4240584075450897,0.42399805784225464
000354,37,37,0,2.2076120076235384,3.127496995148249,5.435411992948502,3.4965550003107637,0.3667308986186981,0.36654260754585266
000355,27,27,0,2.632536008604802,3.1277919915737584,5.176564998691902,1.9410170061746612,0.23182964324951172,0.23167285323143005
000356,30,30,0,6.3773370056878775,3.481598003418185,5.434820996015333,1.5457369881914929,0.3065011203289032,0.306458055973053
000357,22,22,0,3.0558550060959533,4.976452008122578,5.957986999419518,1.4089329924900085,0.5406628251075745,0.540121853351593
000359,7,8,0,3.6047250032424927,3.0563340114895254,8.113939999020658,1.4196249976521358,0.23962408304214478,0.2589620053768158
000360,20,20,0,2.5746080063981935,3.3931159996427596,7.759031999739818,1.6089280106825754,0.31021255254745483,0.3102149963378906
000361,46,46,0,2.7525799960130826,3.2154250075109303,5.355155997676775,1.4753159921383485,0.3445727229118347,0.3444971740245819
000362,20,20,0,1.9422210025368258,5.835479008965194,5.794873999548145,1.494093012297526,0.4991946220397949,0.49890294671058655
000365,27,27,0,4.741429991554469,3.345206001540646,5.269854998914525,1.6121520020533353,0.25925326347351074,0.2592066526412964
000366,55,55,0,5.236890006926842,3.5468179994495586,5.629328996292315,1.3680139963980764,0.25163841247558594,0.25151097774505615
000369,23,23,0,5.745210990426131,3.5414680023677647,5.534818003070541,1.8951370002469048,0.5535750389099121,0.5531011819839478
000370,57,57,0,4.429887994774617,3.130433993646875,5.442769994260743,1.5920730074867606,0.277484267950058,0.27750056982040405
000372,21,21,0,2.884248999180272,3.4333579969825223,5.443658999865875,1.4350270066643134,0.24294665455818176,0.2430087774991989
000373,41,41,0,3.166442009387538,5.720740999095142,4.9017379933502525,1.726781003526412,0.34555360674858093,0.34549960494041443
000376,43,43,0,5.008883003029041,3.5710460069822147,5.299388998537324,1.4274720015237108,0.2451835423707962,0.2451682835817337
000377,24,24,0,4.897987004369497,3.7515419971896335,5.5430729989893734,1.3970470026833937,0.32816895842552185,0.32816648483276367
000378,22,22,0,5.097267989185639,3.6014950019307435,5.0898329936899245,1.6295829991577193,0.31928765773773193,0.31927135586738586
000379,22,22,0,4.70420099736657,3.383830000529997,5.50668100186158,1.6584170080022886,0.2729720175266266,0.27287599444389343
000381,26,26,0,7.06445200194139,3.6199860041961074,5.672893006703816,1.4471499889623374,0.18038031458854675,0.1801222711801529
000382,45,45,0,2.160571006243117,5.907911996473558,5.620623996946961,1.387734999298118,0.32693397998809814,0.3266665041446686
000383,58,58,0,3.756111007533036,2.754642002400942,7.7062490017851815,2.000919994316064,0.3222334682941437,0.3222353160381317
000385,15,15,0,2.390312001807615,2.7256949979346246,5.401200003689155,3.7338010006351396,0.4090757966041565,0.4088144302368164
000386,21,21,0,5.2644290117314085,2.9002869996475056,5.297847994370386,1.3852720003342256,0.5395615696907043,0.5390235185623169
000388,25,25,0,5.054061999544501,3.5208360059186816,5.214229007833637,1.7760810005711392,0.2009146362543106,0.2008553296327591
000391,16,16,0,3.6277150065870956,3.6390239984029904,5.638553993776441,1.9689769978867844,0.413948655128479,0.41353023052215576
000392,47,47,0,2.938789999461733,5.775186000391841,5.608325998764485,1.394823004375212,0.36356720328330994,0.3632768392562866
000393,39,40,0,5.84051500482019,2.8707430028589442,8.312443998875096,1.427439012331888,0.3325014114379883,0.3384593427181244
000394,22,22,0,2.925776003394276,3.376341992407106,7.888943000580184,1.508052009739913,0.23244720697402954,0.23193565011024475
000395,39,39,0,2.9926199931651354,3.442921006353572,7.103277006535791,1.5849850024096668,0.4294331967830658,0.42934975028038025
000396,32,32,0,3.7199140060693026,3.1377880077343434,6.077951999031939,2.877377992263064,0.15002906322479248,0.14997482299804688
000397,53,53,0,3.099652996752411,3.5254590038675815,5.355347995646298,1.302531993133016,0.3324580788612366,0.33243680000305176
000398,31,31,0,3.6656590091297403,2.7448089967947453,5.621047006570734,1.4658729924121872,0.19833652675151825,0.19824770092964172
000399,19,19,0,5.116478991112672,3.568696993170306,5.11122599709779,2.1525339980144054,0.1933116614818573,0.19329430162906647
000401,28,28,0,2.033504002611153,2.7385460125515237,7.759883999824524,2.026486996328458,0.3965957760810852,0.39638569951057434
000402,25,25,0,2.4868420005077496,2.7230569976381958,5.274653987726197,1.4526099985232577,0.332086443901062,0.332022100687027
000403,23,23,0,1.7996329988818616,3.1373960082419217,5.233636999037117,2.4517019919585437,0.33923646807670593,0.3392496407032013
000404,24,24,0,2.9098100058035925,5.758643994340673,5.834989002323709,1.408520998666063,0.5212393403053284,0.520660936832428
000407,23,23,0,3.0584560008719563,4.171528009464964,9.761244000401348,2.9341779882088304,0.27722641825675964,0.2770369052886963
000408,32,32,0,5.631792999338359,3.535356998327188,9.35407800716348,4.747305007185787,0.3500697612762451,0.3499411940574646
000409,21,21,0,3.0412619962589815,3.5078490036539733,5.459154999698512,1.488373993197456,0.2750394940376282,0.2752417027950287
000413,30,30,0,2.973110997118056,5.6378540029982105,5.778127000667155,1.7305030050920323,0.28255510330200195,0.2823949158191681
000414,20,20,0,4.771904001245275,2.7855869993800297,5.563580998568796,1.9577000057324767,0.3409178853034973,0.3408483564853668
000415,18,18,0,2.146405997336842,5.510880000656471,5.4361939983209595,1.6981909866444767,0.5483710169792175,0.5483049154281616
000419,11,11,0,2.678969001863152,5.72967401240021,5.406658005085774,1.5475710097234696,0.25939905643463135,0.2591617703437805
000420,24,24,0,2.046940993750468,4.076204990269616,7.150296005420387,1.6045760130509734,0.34636518359184265,0.34611597657203674
000422,71,71,0,5.089940008474514,4.040643005282618,5.29866199940443,1.606486999662593,0.32369980216026306,0.32370296120643616
000427,27,27,0,2.8626499988604337,4.064615000970662,7.275978990946896,2.9989769973326474,0.45168647170066833,0.4513610899448395
000428,20,20,0,2.8761630092049018,6.64423500711564,6.728647000272758,2.989339001942426,0.21961255371570587,0.21949060261249542
000429,36,36,0,5.27347601018846,2.910993993282318,5.482562002725899,1.4256049907999113,0.4167367219924927,0.4167855978012085
000430,25,25,0,5.324543992173858,3.44097099150531,5.549503999645822,2.100222001899965,0.2743743360042572,0.2744099497795105
000436,20,20,0,2.1378959936555475,5.755017991759814,5.647384008625522,1.5665009996155277,0.5338143110275269,0.5332008600234985
000437,22,22,0,6.7742079991148785,3.1929079996189103,5.50161101273261,2.4344379926333204,0.19949932396411896,0.19947470724582672
000440,27,27,0,6.85221298772376,3.2065109990071505,5.325605990947224,2.8126029937993735,0.22605393826961517,0.22589100897312164
000443,20,20,0,3.822705999482423,3.4584789973450825,5.229261994827539,1.8897530098911375,0.4327496886253357,0.43273359537124634
000446,21,21,0,2.94378399848938,5.507704001502134,5.566669991821982,1.3446340017253533,0.21973764896392822,0.2196926772594452
000448,55,55,0,3.650247002951801,2.7829610044136643,7.846352003980428,1.993114987271838,0.2899453639984131,0.28990137577056885
000450,23,23,0,2.9194259986979887,3.3410609903512523,7.80158799898345,1.72604298859369,0.289627343416214,0.28952357172966003
000451,24,24,0,6.224069002200849,5.496871002833359,5.627794002066366,1.8724029941949993,0.18077470362186432,0.1808597594499588
000452,27,27,0,5.261807003989816,2.785727003356442,5.412379003246315,1.5309320006053895,0.17910124361515045,0.17886477708816528
