experiment,frame_id,axis,perturbation,frame_offset,projected_valid_count,avg_reprojection_shift_px,median_reprojection_shift_px,p95_reprojection_shift_px,box_center_displacement_bev_m,changed_association_count,current_detection_count,shifted_detection_count,note
translation,000000,y,0.1,,1037,6.568226614578095,6.028382762275779,10.991718119050697,,,,,
translation,000000,y,0.2,,1003,12.819398981275512,11.92127210128551,20.738428687441075,,,,,
translation,000000,z,-0.2,,1036,5.802394417537881,5.234419304878946,14.001856803796882,,,,,
translation,000000,z,-0.1,,1049,2.8998166346759917,2.6225469956240004,6.987678875553482,,,,,
translation,000000,z,0.0,,1075,0.0,0.0,0.0,,,,,
translation,000000,z,0.1,,1092,2.9347547035410995,2.630809354516872,7.459014754262025,,,,,
translation,000000,z,0.2,,1108,5.805212267247976,5.207065544010145,14.6814415053609,,,,,
yaw,000001,yaw,-3.0,,936,46.301942424412395,44.066916737652164,60.775220420561716,,,,,
yaw,000001,yaw,-2.5,,935,38.70814680593628,36.786094524430744,51.03287898746842,,,,,
yaw,000001,yaw,-2.0,,934,31.022944894486738,29.424543949433218,41.07400463769634,,,,,
yaw,000001,yaw,-1.5,,930,23.291154798136386,22.072620677626972,30.926583025203158,,,,,
yaw,000001,yaw,-1.0,,928,15.58156438016584,14.785907666637227,20.725709317520955,,,,,
yaw,000001,yaw,-0.75,,928,11.70205586388352,11.107364168831168,15.594513542025222,,,,,
yaw,000001,yaw,-0.5,,929,7.8114353722054,7.412635628261574,10.43106872909031,,,,,
yaw,000001,yaw,-0.25,,931,3.9160439233055278,3.705249797338145,5.258022264835334,,,,,
yaw,000001,yaw,0.0,,936,0.0,0.0,0.0,,,,,
yaw,000001,yaw,0.25,,936,3.919956933387527,3.7078457252144403,5.269184136467625,,,,,
yaw,000001,yaw,0.5,,935,7.82710075437039,7.399658775163793,10.496440585178707,,,,,
yaw,000001,yaw,0.75,,935,11.724629582843406,11.08060321747746,15.70598241548077,,,,,
yaw,000001,yaw,1.0,,935,15.617902795268282,14.754114629058387,20.88784602292697,,,,,
yaw,000001,yaw,1.5,,933,23.346209651029593,22.08032095378268,31.09356150415105,,,,,
yaw,000001,yaw,2.0,,930,31.04843897956266,29.430520561296433,41.26181144712551,,,,,
yaw,000001,yaw,2.5,,927,38.625138114631284,36.56359650519713,50.75633875912556,,,,,
yaw,000001,yaw,3.0,,930,46.26338828544578,43.81251931566736,60.63243947323438,,,,,
translation,000001,x,-0.2,,942,12.223372843112985,11.521186629768515,23.297637665175813,,,,,
translation,000001,x,-0.1,,936,6.1190986457911105,5.76364565686459,11.658697386750235,,,,,
translation,000001,x,0.0,,936,0.0,0.0,0.0,,,,,
translation,000001,x,0.1,,932,6.108273651834661,5.745192647373898,11.645628242990739,,,,,
translation,000001,x,0.2,,924,12.187967502421643,11.452580391657595,23.26229260512254,,,,,
translation,000001,y,-0.2,,1021,12.256367374667265,11.531207518747,23.28201610483787,,,,,
translation,000001,y,-0.1,,978,6.127897436408816,5.765403162817346,11.640189863133008,,,,,
translation,000001,y,0.0,,936,0.0,0.0,0.0,,,,,
translation,000001,y,0.1,,899,5.886782130500652,5.619925510604245,10.99032455400179,,,,,
translation,000001,y,0.2,,865,11.337040120469544,11.000647309845267,20.839426511189384,,,,,
translation,000001,z,-0.2,,897,5.535358493395513,4.356303238846341,13.974271629042983,,,,,
translation,000001,z,-0.1,,921,2.8334909318427277,2.227315055159072,7.2038141359243335,,,,,
translation,000001,z,0.0,,936,0.0,0.0,0.0,,,,,
translation,000001,z,0.1,,951,2.8350847133739876,2.235047633604254,7.26582941323108,,,,,
translation,000001,z,0.2,,971,5.608121493211581,4.4253822486647225,14.331522323530622,,,,,
yaw,000002,yaw,-3.0,,963,45.95724127794773,43.463784493991255,61.17780941224189,,,,,
yaw,000002,yaw,-2.5,,960,38.37332514547603,36.31003446786534,51.23197108882553,,,,,
yaw,000002,yaw,-2.0,,962,30.778798312592777,29.057144371042117,41.37109053242634,,,,,
yaw,000002,yaw,-1.5,,962,23.15026151110231,21.845992929000214,31.19709022936034,,,,,
yaw,000002,yaw,-1.0,,968,15.483690978421109,14.606318671111076,20.99029063411501,,,,,
yaw,000002,yaw,-0.75,,963,11.617442005928325,10.956272439288021,15.720115795009345,,,,,
yaw,000002,yaw,-0.5,,962,7.755784700758698,7.309570087857053,10.532591436500445,,,,,
yaw,000002,yaw,-0.25,,966,3.885159861639129,3.6508232430895506,5.286002934968708,,,,,
yaw,000002,yaw,0.0,,962,0.0,0.0,0.0,,,,,
yaw,000002,yaw,0.25,,961,3.8787247658642086,3.6431322422891474,5.262552720307802,,,,,
yaw,000002,yaw,0.5,,962,7.747272477451378,7.281802520242018,10.455030877324806,,,,,
yaw,000002,yaw,0.75,,961,11.604718253968068,10.914417712660597,15.643821893234685,,,,,
yaw,000002,yaw,1.0,,959,15.433278915517109,14.52945092603045,20.790763292439035,,,,,
yaw,000002,yaw,1.5,,960,23.11726759585993,21.817538501572567,31.15346477682289,,,,,
yaw,000002,yaw,2.0,,961,30.738256242115188,28.990350935326912,41.20747650076522,,,,,
yaw,000002,yaw,2.5,,966,38.386979997302355,36.21069794403729,51.37675748418128,,,,,
yaw,000002,yaw,3.0,,960,45.886694297428924,43.373023109927956,61.01895399501343,,,,,
translation,000002,x,-0.2,,965,16.16648581811929,17.36164102513041,26.62098172606329,,,,,
translation,000002,x,-0.1,,964,8.124273109959914,8.689637589272875,13.53966784996935,,,,,
translation,000002,x,0.0,,962,0.0,0.0,0.0,,,,,
translation,000002,x,0.1,,964,8.113088077328,8.688082692791795,13.479188437354246,,,,,
translation,000002,x,0.2,,966,16.16775518853884,17.35981971419836,26.680391551927237,,,,,
translation,000002,y,-0.2,,1045,16.329867372108037,17.467811129213693,27.297658538850335,,,,,
translation,000002,y,-0.1,,1004,8.16445301214077,8.733445105756033,13.647706202213026,,,,,
translation,000002,y,0.0,,962,0.0,0.0,0.0,,,,,
translation,000002,y,0.1,,927,8.016197849961657,8.615172248726424,13.692986446734624,,,,,
translation,000002,y,0.2,,897,15.804875140830827,16.764167248230763,27.42724253325256,,,,,
translation,000002,z,-0.2,,918,7.963131870866277,6.384964619787279,21.190139595443426,,,,,
translation,000002,z,-0.1,,937,4.017899776196692,3.2148895428437005,10.717327155087737,,,,,
translation,000002,z,0.0,,962,0.0,0.0,0.0,,,,,
translation,000002,z,0.1,,988,4.0537617083090405,3.26037492713012,10.721334184906523,,,,,
translation,000002,z,0.2,,1012,7.988986885486425,6.431874967679008,21.060218538753592,,,,,
yaw,000003,yaw,-3.0,,1032,45.548766762433566,42.92110217708097,61.166410012450065,,,,,
yaw,000003,yaw,-2.5,,1033,38.077607163514195,35.889808946286784,51.25274590365959,,,,,
yaw,000003,yaw,-2.0,,1042,30.60483541988679,28.797955803293032,41.36293345932104,,,,,
yaw,000003,yaw,-1.5,,1041,23.00366751675172,21.637621836211608,31.402054645991512,,,,,
yaw,000003,yaw,-1.0,,1041,15.37127346204602,14.419962964318785,21.000185168428622,,,,,
yaw,000003,yaw,-0.75,,1044,11.54673441719815,10.827942193263162,15.805205042453421,,,,,
yaw,000003,yaw,-0.5,,1044,7.699629026960706,7.228845821322504,10.544649043260009,,,,,
yaw,000003,yaw,-0.25,,1051,3.8610195963658986,3.6242458461966356,5.324494229406528,,,,,
yaw,000003,yaw,0.0,,1053,0.0,0.0,0.0,,,,,
yaw,000003,yaw,0.25,,1056,3.8582250239071376,3.6205757046051517,5.30979058499872,,,,,
yaw,000003,yaw,0.5,,1061,7.7116836067615,7.238865801210279,10.602641405636653,,,,,
yaw,000003,yaw,0.75,,1062,11.551393605776816,10.84669216707357,15.850894350894686,,,,,
yaw,000003,yaw,1.0,,1062,15.392832421278435,14.453033754430031,21.052973647421926,,,,,
yaw,000003,yaw,1.5,,1059,23.023290771593164,21.664268555167308,31.240143085239595,,,,,
yaw,000003,yaw,2.0,,1056,30.58918086628775,28.8039465978967,41.2415286649945,,,,,
yaw,000003,yaw,2.5,,1059,38.197273353244846,35.96826040334102,51.31566501655811,,,,,
yaw,000003,yaw,3.0,,1065,45.80802916444648,43.16562386902898,61.531061601576035,,,,,
translation,000003,x,-0.2,,1063,16.085347496182564,14.782029027515248,32.58692950694065,,,,,
translation,000003,x,-0.1,,1062,8.052584380730393,7.449690331247322,16.287038021884314,,,,,
translation,000003,x,0.0,,1053,0.0,0.0,0.0,,,,,
translation,000003,x,0.1,,1048,8.027467388170107,7.437838152240389,16.251035255451438,,,,,
translation,000003,x,0.2,,1038,15.91243373431081,14.734900173242456,32.04694076355067,,,,,
translation,000003,y,-0.2,,1136,16.175755768745418,14.913635199701549,32.77436872972663,,,,,
translation,000003,y,-0.1,,1096,8.08737906800986,7.456481969682343,16.385564905153537,,,,,
translation,000003,y,0.0,,1053,0.0,0.0,0.0,,,,,
translation,000003,y,0.1,,1018,7.921789120762791,7.267845861070411,16.26722186464395,,,,,
translation,000003,y,0.2,,983,15.48606195479341,14.21578846147258,32.053596778315324,,,,,
translation,000003,z,-0.2,,1005,7.8272081363389585,5.569342147879215,26.143851318766902,,,,,
translation,000003,z,-0.1,,1031,3.9717994500599723,2.852500101161089,12.985401926733708,,,,,
translation,000003,z,0.0,,1053,0.0,0.0,0.0,,,,,
translation,000003,z,0.1,,1079,3.966961383411914,2.8598511096241492,12.52399028121504,,,,,
translation,000003,z,0.2,,1101,7.81021942150553,5.656883666514527,24.52893080602989,,,,,
yaw,000004,yaw,-3.0,,1007,46.24759915883266,44.00701726679904,61.2320058267634,,,,,
yaw,000004,yaw,-2.5,,1002,38.57450456005636,36.6572443014251,51.32276015457507,,,,,
yaw,000004,yaw,-2.0,,1002,30.968709151030353,29.398104416331783,41.27716544729666,,,,,
yaw,000004,yaw,-1.5,,1001,23.259267710681417,22.02913954512191,31.039783498869898,,,,,
yaw,000004,yaw,-1.0,,1005,15.56855200477798,14.744050845646456,20.92292827491887,,,,,
yaw,000004,yaw,-0.75,,1006,11.69404131744291,11.069752732445448,15.757509160132205,,,,,
yaw,000004,yaw,-0.5,,1005,7.805159439344642,7.376590175676339,10.538372708379022,,,,,
yaw,000004,yaw,-0.25,,1009,3.906554646201855,3.698917590457004,5.287616638966022,,,,,
yaw,000004,yaw,0.0,,1008,0.0,0.0,0.0,,,,,
yaw,000004,yaw,0.25,,1009,3.906012732656916,3.693410498333044,5.2704434284490596,,,,,
yaw,000004,yaw,0.5,,1008,7.805482294670572,7.377762163957646,10.493040532214462,,,,,
yaw,000004,yaw,0.75,,1000,11.65785478830586,11.053028192736887,15.479504069561395,,,,,
yaw,000004,yaw,1.0,,998,15.516626775219397,14.711840689719581,20.57042167280737,,,,,
yaw,000004,yaw,1.5,,995,23.225986411100777,22.045184346084497,30.743949891171475,,,,,
yaw,000004,yaw,2.0,,996,30.880762044694034,29.379261803893087,40.63955747917511,,,,,
yaw,000004,yaw,2.5,,996,38.52770351653253,36.630888441443425,50.87413557385388,,,,,
yaw,000004,yaw,3.0,,1002,46.15805405668215,43.917406330875295,61.08505657305011,,,,,
translation,000004,x,-0.2,,1013,10.934780863163299,9.951709776384073,22.591301843759247,,,,,
translation,000004,x,-0.1,,1009,5.470013708420799,4.976096804853402,11.293523263205016,,,,,
translation,000004,x,0.0,,1008,0.0,0.0,0.0,,,,,
translation,000004,x,0.1,,1009,5.466735740817415,4.976084498272612,11.258098435364857,,,,,
translation,000004,x,0.2,,1007,10.90793586781226,9.949675583642565,22.414204535240376,,,,,
translation,000004,y,-0.2,,1098,10.94445499944296,9.957231233808546,22.505099728220596,,,,,
translation,000004,y,-0.1,,1050,5.471987781151152,4.978466054500464,11.251785396625023,,,,,
translation,000004,y,0.0,,1008,0.0,0.0,0.0,,,,,
translation,000004,y,0.1,,969,5.21883237238127,4.781985096552262,10.53316074596079,,,,,
translation,000004,y,0.2,,935,10.004949926794517,9.118308136147649,19.902743894041297,,,,,
translation,000004,z,-0.2,,977,4.837474655397092,3.453816051360935,12.990765153249681,,,,,
translation,000004,z,-0.1,,994,2.4512506974095776,1.7553635142783617,6.689533152039496,,,,,
translation,000004,z,0.0,,1008,0.0,0.0,0.0,,,,,
translation,000004,z,0.1,,1022,2.46633007032118,1.752257085264917,6.628007281519111,,,,,
translation,000004,z,0.2,,1044,4.882842248324119,3.477729942516911,13.083784997618672,,,,,
yaw,000005,yaw,-3.0,,1000,45.8724889006855,43.384911770765996,60.267416455719534,,,,,
yaw,000005,yaw,-2.5,,1005,38.287445808400335,36.21993593205744,50.27855530242457,,,,,
yaw,000005,yaw,-2.0,,999,30.70062961323354,29.063368332710503,40.689056364035814,,,,,
yaw,000005,yaw,-1.5,,1002,23.087095097393828,21.848361509845212,30.7656064296673,,,,,
yaw,000005,yaw,-1.0,,1001,15.423667286697256,14.598734882377432,20.58624761258172,,,,,
yaw,000005,yaw,-0.75,,997,11.571695862933172,10.945391034174868,15.402832394466438,,,,,
yaw,000005,yaw,-0.5,,997,7.720768670793692,7.2946924383960665,10.30978464900067,,,,,
yaw,000005,yaw,-0.25,,997,3.8705586970181036,3.6506221776312353,5.175813313933638,,,,,
yaw,000005,yaw,0.0,,996,0.0,0.0,0.0,,,,,
yaw,000005,yaw,0.25,,998,3.875211874172586,3.653308363436232,5.18693799029451,,,,,
yaw,000005,yaw,0.5,,999,7.7466217063558105,7.2937273066536585,10.35280236265192,,,,,
yaw,000005,yaw,0.75,,1003,11.61916636710348,10.942169992651076,15.544792684152734,,,,,
yaw,000005,yaw,1.0,,1004,15.469854767329172,14.563281457900686,20.641570473624764,,,,,
yaw,000005,yaw,1.5,,1000,23.131529972856633,21.839025419527527,30.79521631116303,,,,,
yaw,000005,yaw,2.0,,1000,30.79155616118786,29.051121689858725,41.026125766290136,,,,,
yaw,000005,yaw,2.5,,999,38.37880541143676,36.20972630885549,50.857590753184525,,,,,
yaw,000005,yaw,3.0,,997,45.927433877796325,43.29084485112617,60.321865166693684,,,,,
translation,000005,x,-0.2,,998,10.759377445700839,8.996806453344844,22.48137856413099,,,,,
translation,000005,x,-0.1,,997,5.378281247764595,4.496681903944949,11.237451817102825,,,,,
translation,000005,x,0.0,,996,0.0,0.0,0.0,,,,,
translation,000005,x,0.1,,998,5.3741631046872484,4.472874010886806,11.268310300580113,,,,,
translation,000005,x,0.2,,993,10.748977504701465,8.967217163960132,22.552573432493595,,,,,
translation,000005,y,-0.2,,1082,10.762758286636837,9.00661161932899,22.470445785065806,,,,,
translation,000005,y,-0.1,,1041,5.381147033740082,4.503183448302368,11.234460771633286,,,,,
translation,000005,y,0.0,,996,0.0,0.0,0.0,,,,,
translation,000005,y,0.1,,960,5.141230173169485,4.340205089656132,10.588466454496821,,,,,
translation,000005,y,0.2,,928,9.867284654027303,8.53406609927194,20.07060898738649,,,,,
translation,000005,z,-0.2,,962,4.707606953407078,3.894114633268778,12.832788124208639,,,,,
translation,000005,z,-0.1,,984,2.4003288228782313,1.9903781003379388,6.512879721361206,,,,,
translation,000005,z,0.0,,996,0.0,0.0,0.0,,,,,
translation,000005,z,0.1,,1015,2.3994368638211743,1.987965679891527,6.485793834556801,,,,,
translation,000005,z,0.2,,1037,4.751622580232872,3.9469385924522857,12.795510455796755,,,,,
yaw,000006,yaw,-3.0,,1087,45.83339813478785,43.35637799023054,60.42785219301633,,,,,
yaw,000006,yaw,-2.5,,1081,38.26706958719352,36.21437682673332,50.665711239583395,,,,,
yaw,000006,yaw,-2.0,,1086,30.697135757975534,29.10317591209583,40.7908964146347,,,,,
yaw,000006,yaw,-1.5,,1082,23.082846854199353,21.892609931877736,30.877490305149948,,,,,
yaw,000006,yaw,-1.0,,1077,15.403147801961282,14.621936994761647,20.63869592055306,,,,,
yaw,000006,yaw,-0.75,,1081,11.571826606086434,10.984750632667446,15.539459811870138,,,,,
yaw,000006,yaw,-0.5,,1082,7.726873109532384,7.331002624618817,10.402975437420032,,,,,
yaw,000006,yaw,-0.25,,1079,3.8662501344788054,3.6662975198572787,5.200458966905585,,,,,
yaw,000006,yaw,0.0,,1082,0.0,0.0,0.0,,,,,
yaw,000006,yaw,0.25,,1086,3.868022283079413,3.6707501250532912,5.203238705452375,,,,,
yaw,000006,yaw,0.5,,1084,7.72368993695834,7.331251509400488,10.353550399288832,,,,,
yaw,000006,yaw,0.75,,1084,11.576685437772264,10.99665453335809,15.47846128122702,,,,,
yaw,000006,yaw,1.0,,1083,15.405987471961144,14.638839118601554,20.497465079798275,,,,,
yaw,000006,yaw,1.5,,1078,23.02290493777447,21.896005389495734,30.51893106124123,,,,,
yaw,000006,yaw,2.0,,1079,30.64597225605748,29.1515144944198,40.56559185706917,,,,,
yaw,000006,yaw,2.5,,1081,38.22338760881742,36.34166908517055,50.524713396601605,,,,,
yaw,000006,yaw,3.0,,1079,45.76315121829987,43.54907214619043,60.32892372551944,,,,,
translation,000006,x,-0.2,,1082,12.603219374917344,12.168577939725475,23.124178525435617,,,,,
translation,000006,x,-0.1,,1087,6.300535330079149,6.08189303669001,11.55318931200832,,,,,
translation,000006,x,0.0,,1082,0.0,0.0,0.0,,,,,
translation,000006,x,0.1,,1079,6.275345034449531,6.054705959154611,11.558093745413416,,,,,
translation,000006,x,0.2,,1078,12.50380440434171,12.07418683249411,23.079217213880963,,,,,
translation,000006,y,-0.2,,1182,12.594869170148819,12.134442008105253,23.096502409993874,,,,,
translation,000006,y,-0.1,,1132,6.2970685007347145,6.0669509424231975,11.547272135171173,,,,,
translation,000006,y,0.0,,1082,0.0,0.0,0.0,,,,,
translation,000006,y,0.1,,1042,6.072863606978656,5.943962095977946,11.025541551385647,,,,,
translation,000006,y,0.2,,1006,11.745309165885711,11.496015756678236,21.14258121310815,,,,,
translation,000006,z,-0.2,,1042,5.62525018450482,4.478892872865062,14.828385047160408,,,,,
translation,000006,z,-0.1,,1066,2.8573248350597926,2.278675942221996,7.562652023445668,,,,,
translation,000006,z,0.0,,1082,0.0,0.0,0.0,,,,,
translation,000006,z,0.1,,1108,2.8623024310558436,2.2698865852792665,7.654951382189608,,,,,
translation,000006,z,0.2,,1125,5.660069799815566,4.502806610859652,15.118809694946982,,,,,
yaw,000007,yaw,-3.0,,980,46.02584840841789,43.72180851005254,60.803070333044836,,,,,
yaw,000007,yaw,-2.5,,972,38.36450856254695,36.417030197754244,50.70480105979075,,,,,
yaw,000007,yaw,-2.0,,975,30.770383214610938,29.162203778115835,40.584252876699246,,,,,
yaw,000007,yaw,-1.5,,971,23.106564708416997,21.90130156943692,30.567323475026683,,,,,
yaw,000007,yaw,-1.0,,968,15.43513862510763,14.60511532364395,20.453773835815852,,,,,
yaw,000007,yaw,-0.75,,965,11.586491440763377,10.95227447635024,15.383775273377816,,,,,
yaw,000007,yaw,-0.5,,966,7.738363104393102,7.296442737207183,10.300544189694127,,,,,
yaw,000007,yaw,-0.25,,970,3.8793016081189786,3.65203710749598,5.207010488696748,,,,,
yaw,000007,yaw,0.0,,975,0.0,0.0,0.0,,,,,
yaw,000007,yaw,0.25,,977,3.883324050876994,3.6613916706987903,5.22133567350874,,,,,
yaw,000007,yaw,0.5,,974,7.755661608364601,7.326303681278624,10.412414918513537,,,,,
yaw,000007,yaw,0.75,,971,11.61092847192263,10.977392278036058,15.542068267410405,,,,,
yaw,000007,yaw,1.0,,969,15.474216815560423,14.626580567899095,20.734825285372597,,,,,
yaw,000007,yaw,1.5,,969,23.154346205836553,21.89770829723722,30.90201475509817,,,,,
yaw,000007,yaw,2.0,,964,30.756590381794478,29.112847127949227,40.583637676611964,,,,,
yaw,000007,yaw,2.5,,962,38.3304956723111,36.25620067995566,50.40324516754744,,,,,
yaw,000007,yaw,3.0,,961,45.91081044693576,43.458963211667566,60.47574003851538,,,,,
translation,000007,x,-0.2,,975,10.821122553291348,9.50854436341343,22.766137090081152,,,,,
translation,000007,x,-0.1,,979,5.417809536506624,4.747945558751278,11.426986928591385,,,,,
translation,000007,x,0.0,,975,0.0,0.0,0.0,,,,,
translation,000007,x,0.1,,970,5.371271018297409,4.726988342362734,11.331594096887006,,,,,
translation,000007,x,0.2,,968,10.750435067675642,9.460796448305395,22.683537191574967,,,,,
translation,000007,y,-0.2,,1060,10.837633395117415,9.517166311275439,22.86186342314495,,,,,
translation,000007,y,-0.1,,1017,5.418576371884209,4.758446519998032,11.430142786305964,,,,,
translation,000007,y,0.0,,975,0.0,0.0,0.0,,,,,
translation,000007,y,0.1,,940,5.179640598536775,4.637780892461571,10.854969688901217,,,,,
translation,000007,y,0.2,,908,9.93407255394032,8.864073946452141,20.369533297661878,,,,,
translation,000007,z,-0.2,,937,4.682642209007451,3.4844045189074193,12.715133852840967,,,,,
translation,000007,z,-0.1,,956,2.370817598980739,1.7743034009702514,6.479855717599266,,,,,
translation,000007,z,0.0,,975,0.0,0.0,0.0,,,,,
translation,000007,z,0.1,,994,2.4319104388947204,1.79732862151671,6.832100499880746,,,,,
translation,000007,z,0.2,,1011,4.813232372632636,3.5577404812804443,13.477999361799302,,,,,
yaw,000008,yaw,-3.0,,852,45.36382736858945,42.74905763041113,60.51926772383095,,,,,
yaw,000008,yaw,-2.5,,853,37.87761174727903,35.66532183695082,50.64676924614418,,,,,
yaw,000008,yaw,-2.0,,853,30.33274507830846,28.5738800172268,40.73608789966267,,,,,
yaw,000008,yaw,-1.5,,861,22.894104244220113,21.48872287023483,30.853428482712932,,,,,
yaw,000008,yaw,-1.0,,857,15.3073078326502,14.360237946724284,20.76511240960299,,,,,
yaw,000008,yaw,-0.75,,858,11.510018316240696,10.783678459813107,15.738098176814722,,,,,
yaw,000008,yaw,-0.5,,861,7.692917258863977,7.194634756626384,10.608830949078635,,,,,
yaw,000008,yaw,-0.25,,860,3.8502467609369484,3.602063749779527,5.322758232679914,,,,,
yaw,000008,yaw,0.0,,860,0.0,0.0,0.0,,,,,
yaw,000008,yaw,0.25,,866,3.851694789184584,3.602299519492718,5.306126163475403,,,,,
yaw,000008,yaw,0.5,,864,7.690554281499154,7.19587892268145,10.565195245652783,,,,,
yaw,000008,yaw,0.75,,866,11.521746384891062,10.788803953314837,15.837739019019544,,,,,
yaw,000008,yaw,1.0,,867,15.360464788208533,14.382991235289595,21.09467213596952,,,,,
yaw,000008,yaw,1.5,,869,23.003483862672756,21.512060570779198,31.5926299791847,,,,,
yaw,000008,yaw,2.0,,870,30.596692758846235,28.733110047448367,41.90734867062772,,,,,
yaw,000008,yaw,2.5,,870,38.07166400865906,35.78324255925204,51.5933460197168,,,,,
yaw,000008,yaw,3.0,,875,45.58913270963539,42.856355413698,61.49628722197528,,,,,
translation,000008,x,-0.2,,859,16.232092272143955,14.455555995719857,36.60657642213068,,,,,
translation,000008,x,-0.1,,860,8.231596751172528,7.2611683961972995,19.083760402572047,,,,,
translation,000008,x,0.0,,860,0.0,0.0,0.0,,,,,
translation,000008,x,0.1,,864,8.28591987785703,7.267401486564797,19.595160081269942,,,,,
translation,000008,x,0.2,,867,16.556207331005233,14.504810514822012,39.257098991068844,,,,,
translation,000008,y,-0.2,,949,16.58992644071362,14.575794539287758,38.97644875347344,,,,,
translation,000008,y,-0.1,,905,8.29439085826965,7.287576968839924,19.485931742712367,,,,,
translation,000008,y,0.0,,860,0.0,0.0,0.0,,,,,
translation,000008,y,0.1,,820,7.925146745910552,6.97786305039622,18.03801113145437,,,,,
translation,000008,y,0.2,,783,15.200513458620124,13.463729065461624,33.791554808611515,,,,,
translation,000008,z,-0.2,,823,7.363297565220905,4.980335325682402,23.700600388811182,,,,,
translation,000008,z,-0.1,,843,3.74194693637237,2.5785009078009296,12.31241878120817,,,,,
translation,000008,z,0.0,,860,0.0,0.0,0.0,,,,,
translation,000008,z,0.1,,885,3.775714591708553,2.5793063319470626,12.431735544135243,,,,,
translation,000008,z,0.2,,910,7.4215986480009715,5.090075700351844,24.30921667616018,,,,,
yaw,000009,yaw,-3.0,,974,46.039000865934824,43.6858846121346,60.41734636370312,,,,,
yaw,000009,yaw,-2.5,,973,38.48917387654118,36.52434905874131,51.06178063333112,,,,,
yaw,000009,yaw,-2.0,,974,30.885039961256425,29.228709838365,41.03032720642732,,,,,
yaw,000009,yaw,-1.5,,972,23.200556186535625,21.96071656537181,30.948793306127353,,,,,
yaw,000009,yaw,-1.0,,971,15.499289265130786,14.650044327555996,20.7290944335441,,,,,
yaw,000009,yaw,-0.75,,971,11.634340406473363,10.982438025576906,15.556765856645727,,,,,
yaw,000009,yaw,-0.5,,972,7.762851037978082,7.325850340231932,10.377484380002537,,,,,
yaw,000009,yaw,-0.25,,971,3.887996661004352,3.6642552808213855,5.210747695520612,,,,,
yaw,000009,yaw,0.0,,970,0.0,0.0,0.0,,,,,
yaw,000009,yaw,0.25,,972,3.8873241511798975,3.660330607913254,5.223109933652706,,,,,
yaw,000009,yaw,0.5,,972,7.764984021173967,7.317324127711896,10.390386821884299,,,,,
yaw,000009,yaw,0.75,,969,11.618160112491834,10.96901932376906,15.496165319123941,,,,,
yaw,000009,yaw,1.0,,967,15.456991903918764,14.609281395039648,20.510514750663862,,,,,
yaw,000009,yaw,1.5,,968,23.128942111371423,21.88087465351707,30.631531034420338,,,,,
yaw,000009,yaw,2.0,,968,30.775755381195125,29.108469622029617,40.61343004260326,,,,,
yaw,000009,yaw,2.5,,972,38.41193657741395,36.400625267477224,50.55965309281352,,,,,
